order_id,date_commande,pays,ville,canal_vente,segment_client,categorie_produit,produit,quantite,prix_unitaire_fcfa,remise_pourcentage,chiffre_affaires_fcfa,cout_fcfa,profit_fcfa,methode_paiement,campagne_marketing,satisfaction_client
CMD-100158,2024-04-05,Gabon,Franceville,Facebook,PME,Informatique,Clé USB 64GB,4,10254,0,41016,28739,12277,Carte bancaire,Soldes Ramadan,4.9
CMD-100159,2023-09-07,RCA,Berbérati,Site web,PME,Informatique,Clé USB 64GB,6,9361,15,47742,29783,17959,Virement bancaire,Campagne Facebook Ads,4.1
CMD-100160,2025-06-24,Gabon,Libreville,Revendeur,PME,Informatique,HP EliteBook,5,432754,0,2163770,1392425,771345,Carte bancaire,Black Friday,4.3
CMD-100161,2024-05-11,Guinée équatoriale,Bata,Site web,Particulier,Alimentation,Boisson gazeuse,3,3245,15,8275,5862,2413,Carte bancaire,Promo rentrée,3.1
CMD-100162,2026-02-01,Congo,Nkayi,WhatsApp Business,PME,Informatique,Clé USB 64GB,2,9632,0,19264,10622,8642,Virement bancaire,Promo WhatsApp,5.0
CMD-100163,2024-04-20,RCA,Bangui,Revendeur,Particulier,Informatique,Imprimante Canon,5,127376,0,636880,462451,174429,Carte bancaire,Promo WhatsApp,4.1
CMD-100164,2024-08-15,Guinée équatoriale,Malabo,Boutique physique,PME,Téléphones,Redmi Note 13,13,143338,15,1583885,1282591,301294,Mobile Money,Fête de fin d'année,4.8
CMD-100165,2024-01-30,Gabon,Port-Gentil,Facebook,Particulier,Alimentation,Lait en poudre,15,7375,10,99563,67340,32223,Virement bancaire,Soldes Ramadan,4.6
CMD-100166,2024-01-31,Gabon,Franceville,Revendeur,PME,Électroménager,Réfrigérateur LG,12,413396,0,4960752,3488901,1471851,Virement bancaire,Aucune campagne,3.4
CMD-100167,2024-05-23,Gabon,Libreville,Instagram,Particulier,Mode,Chaussures Nike,3,62998,5,179545,114437,65108,Virement bancaire,Campagne Facebook Ads,3.0
CMD-100168,2023-08-31,Gabon,Port-Gentil,WhatsApp Business,PME,Informatique,HP EliteBook,5,404099,15,1717421,1054155,663266,Espèces,Soldes Ramadan,3.9
CMD-100169,2025-02-04,Congo,Dolisie,Site web,PME,Informatique,Dell Latitude,4,478522,5,1818384,1075319,743065,Carte bancaire,Campagne Facebook Ads,3.8
CMD-100170,2023-08-18,Cameroun,Douala,Site web,Grande entreprise,Alimentation,Lait en poudre,9,6993,0,62937,50202,12735,Carte bancaire,Aucune campagne,3.1
CMD-100171,2026-04-09,Tchad,N'Djamena,Site web,PME,Électroménager,Télévision Hisense 43,14,236919,0,3316866,2433517,883349,Mobile Money,Promo WhatsApp,4.0
CMD-100172,2025-03-21,Cameroun,Bafoussam,Boutique physique,Grande entreprise,Mode,Chaussures Nike,9,55857,0,502713,374664,128049,Carte bancaire,Aucune campagne,3.5
CMD-100173,2023-05-22,Congo,Pointe-Noire,Instagram,Particulier,Mode,Chemise homme,12,16486,0,197832,158728,39104,Espèces,Promo WhatsApp,5.0
CMD-100174,2026-01-09,Cameroun,Yaoundé,Facebook,Particulier,Mode,Chemise homme,15,17921,5,255375,166357,89018,Carte bancaire,Aucune campagne,3.3
CMD-100175,2026-01-20,RDC,Lubumbashi,Instagram,Particulier,Électroménager,Réfrigérateur LG,13,380387,0,4945031,3337950,1607081,Carte bancaire,Promo WhatsApp,3.8
CMD-100176,2025-05-08,Gabon,Libreville,Boutique physique,Particulier,Informatique,Dell Latitude,15,469896,0,7048440,3937954,3110486,Carte bancaire,Promo rentrée,4.2
CMD-100177,2026-01-10,Congo,Pointe-Noire,Boutique physique,Particulier,Mode,Chaussures Nike,4,59682,5,226792,151614,75178,Espèces,Black Friday,3.4
CMD-100178,2025-12-03,Guinée équatoriale,Bata,Facebook,PME,Alimentation,Boisson gazeuse,4,3414,0,13656,11145,2511,Mobile Money,Aucune campagne,3.4
CMD-100179,2025-02-19,Tchad,Sarh,Facebook,Grande entreprise,Électroménager,Ventilateur Binatone,9,28669,0,258021,207507,50514,Virement bancaire,Promo WhatsApp,4.6
CMD-100180,2024-09-07,Cameroun,Garoua,WhatsApp Business,PME,Mode,Sac à main,13,33103,0,430339,335372,94967,Mobile Money,Aucune campagne,4.7
CMD-100181,2023-06-11,RDC,Matadi,Facebook,Particulier,Alimentation,Huile 5L,7,9126,0,63882,40831,23051,Carte bancaire,Promo rentrée,4.8
CMD-100182,2026-02-18,Gabon,Port-Gentil,WhatsApp Business,PME,Alimentation,Riz 25kg,14,22036,10,277654,207008,70646,Espèces,Promo rentrée,3.4
CMD-100183,2025-03-23,Cameroun,Yaoundé,Site web,PME,Téléphones,Redmi Note 13,15,134490,10,1815615,1343586,472029,Espèces,Promo WhatsApp,4.8
CMD-100184,2025-08-19,RDC,Goma,Facebook,Particulier,Informatique,Imprimante Canon,6,123384,5,703289,475297,227992,Espèces,Fête de fin d'année,4.5
CMD-100185,2026-04-11,RDC,Kinshasa,Instagram,PME,Alimentation,Huile 5L,12,8896,0,106752,74661,32091,Carte bancaire,Black Friday,4.2
CMD-100186,2025-09-27,Gabon,Libreville,Revendeur,Grande entreprise,Mode,Sac à main,8,33205,15,225794,144766,81028,Virement bancaire,Promo WhatsApp,4.9
CMD-100187,2026-01-15,Cameroun,Garoua,Boutique physique,Grande entreprise,Électroménager,Mixeur Moulinex,12,36282,0,435384,347246,88138,Mobile Money,Campagne Facebook Ads,5.0
CMD-100188,2023-11-06,Guinée équatoriale,Malabo,Site web,PME,Téléphones,Samsung Galaxy A15,7,88765,15,528152,323486,204666,Espèces,Promo rentrée,3.0
CMD-100189,2025-04-22,Tchad,Sarh,Site web,Grande entreprise,Alimentation,Lait en poudre,11,6642,0,73062,50682,22380,Espèces,Aucune campagne,3.0
CMD-100190,2023-07-17,Gabon,Libreville,WhatsApp Business,Particulier,Alimentation,Lait en poudre,13,7377,0,95901,55516,40385,Espèces,Campagne Facebook Ads,4.0
CMD-100191,2024-04-07,Gabon,Port-Gentil,Boutique physique,Grande entreprise,Mode,Chaussures Nike,6,62690,5,357333,251044,106289,Mobile Money,Promo rentrée,3.6
CMD-100192,2025-10-20,RDC,Matadi,Revendeur,PME,Mode,Montre connectée,1,50840,15,43214,25767,17447,Mobile Money,Aucune campagne,4.7
CMD-100193,2024-07-28,Congo,Brazzaville,Site web,Grande entreprise,Électroménager,Ventilateur Binatone,5,25525,0,127625,93778,33847,Mobile Money,Black Friday,4.8
CMD-100194,2023-06-07,Guinée équatoriale,Bata,Site web,Particulier,Téléphones,Tecno Spark 20,10,79564,15,676294,521857,154437,Virement bancaire,Soldes Ramadan,3.6
CMD-100195,2024-12-09,Tchad,Moundou,Instagram,Particulier,Mode,Sac à main,13,36707,15,405613,231676,173937,Mobile Money,Fête de fin d'année,3.1
CMD-100196,2025-07-11,Tchad,Sarh,Facebook,Grande entreprise,Alimentation,Lait en poudre,13,6380,15,70499,43977,26522,Virement bancaire,Promo WhatsApp,4.0
CMD-100197,2023-11-12,Cameroun,Bafoussam,Revendeur,Particulier,Téléphones,iPhone 13,13,500038,0,6500494,3719259,2781235,Virement bancaire,Fête de fin d'année,3.8
CMD-100198,2023-06-28,Gabon,Libreville,Instagram,Grande entreprise,Téléphones,Samsung Galaxy A15,5,96062,0,480310,277428,202882,Virement bancaire,Promo rentrée,3.4
CMD-100199,2023-01-26,Congo,Pointe-Noire,Instagram,Particulier,Informatique,HP EliteBook,10,398814,0,3988140,3123526,864614,Carte bancaire,Aucune campagne,3.6
CMD-100200,2023-05-10,Tchad,N'Djamena,Facebook,PME,Mode,Sac à main,3,30951,0,92853,63431,29422,Espèces,Promo WhatsApp,3.3
CMD-100201,2024-02-05,Guinée équatoriale,Malabo,WhatsApp Business,PME,Informatique,Imprimante Canon,4,129626,5,492579,349892,142687,Mobile Money,Promo WhatsApp,3.9
CMD-100202,2023-10-06,Gabon,Franceville,Site web,Grande entreprise,Mode,Chemise homme,8,17706,15,120401,97890,22511,Carte bancaire,Promo WhatsApp,3.6
CMD-100203,2026-03-25,Gabon,Libreville,Facebook,PME,Mode,Chemise homme,5,19506,15,82901,56585,26316,Espèces,Campagne Facebook Ads,4.6
CMD-100204,2024-01-04,Guinée équatoriale,Bata,Site web,Particulier,Informatique,HP EliteBook,15,395565,10,5340128,4374961,965167,Virement bancaire,Soldes Ramadan,4.4
CMD-100205,2023-10-13,Cameroun,Bafoussam,WhatsApp Business,PME,Informatique,HP EliteBook,14,422539,5,5619769,4112007,1507762,Carte bancaire,Soldes Ramadan,4.3
CMD-100206,2025-05-06,RDC,Matadi,Facebook,Grande entreprise,Téléphones,Redmi Note 13,10,142773,5,1356344,941681,414663,Mobile Money,Promo rentrée,4.1
CMD-100207,2025-03-29,Guinée équatoriale,Malabo,Facebook,PME,Informatique,Dell Latitude,11,442331,10,4379077,3571462,807615,Mobile Money,Promo rentrée,4.9
CMD-100208,2026-04-20,Congo,Dolisie,WhatsApp Business,PME,Électroménager,Mixeur Moulinex,8,34773,5,264275,200461,63814,Mobile Money,Promo WhatsApp,4.4
CMD-100209,2024-09-30,Congo,Dolisie,WhatsApp Business,Grande entreprise,Mode,Chaussures Nike,2,60930,15,103581,60931,42650,Virement bancaire,Fête de fin d'année,3.7
CMD-100210,2023-08-24,RDC,Kinshasa,Facebook,Grande entreprise,Mode,Montre connectée,6,44006,0,264036,202977,61059,Mobile Money,Soldes Ramadan,3.0
CMD-100211,2025-08-04,Guinée équatoriale,Malabo,Instagram,Grande entreprise,Électroménager,Mixeur Moulinex,9,32901,10,266499,177253,89246,Carte bancaire,Black Friday,3.5
CMD-100212,2025-05-29,RCA,Berbérati,Revendeur,Particulier,Mode,Chaussures Nike,12,57943,0,695316,466824,228492,Carte bancaire,Fête de fin d'année,3.8
CMD-100213,2024-02-08,Guinée équatoriale,Malabo,Facebook,Grande entreprise,Alimentation,Riz 25kg,13,26831,0,348803,226290,122513,Virement bancaire,Aucune campagne,3.9
CMD-100214,2025-07-26,RCA,Berbérati,Revendeur,Grande entreprise,Alimentation,Lait en poudre,10,6487,0,64870,41772,23098,Espèces,Aucune campagne,4.2
CMD-100215,2023-10-17,Tchad,N'Djamena,Instagram,Grande entreprise,Électroménager,Télévision Hisense 43,2,220717,0,441434,264605,176829,Carte bancaire,Aucune campagne,4.0
CMD-100216,2023-12-21,RDC,Matadi,Instagram,PME,Électroménager,Ventilateur Binatone,11,28961,15,270786,216977,53809,Carte bancaire,Black Friday,4.1
CMD-100217,2024-02-04,Gabon,Port-Gentil,Site web,Grande entreprise,Alimentation,Riz 25kg,14,23754,0,332556,226418,106138,Virement bancaire,Promo WhatsApp,4.6
CMD-100218,2024-03-27,RCA,Berbérati,Facebook,Particulier,Mode,Montre connectée,8,45207,10,325491,181732,143759,Espèces,Black Friday,3.6
CMD-100219,2026-01-17,Guinée équatoriale,Bata,Facebook,Grande entreprise,Alimentation,Lait en poudre,9,6680,10,54108,31427,22681,Mobile Money,Campagne Facebook Ads,4.6
CMD-100220,2024-09-01,RCA,Berbérati,Boutique physique,PME,Alimentation,Huile 5L,7,8793,15,52319,39389,12930,Espèces,Fête de fin d'année,4.7
CMD-100221,2026-04-19,Guinée équatoriale,Malabo,Revendeur,Grande entreprise,Mode,Chaussures Nike,13,60663,0,788619,606361,182258,Virement bancaire,Black Friday,4.4
CMD-100222,2026-01-08,Tchad,N'Djamena,Revendeur,PME,Électroménager,Mixeur Moulinex,13,32019,0,416247,288757,127490,Espèces,Aucune campagne,3.3
CMD-100223,2023-09-17,Gabon,Franceville,WhatsApp Business,Particulier,Téléphones,Tecno Spark 20,13,93195,0,1211535,991000,220535,Carte bancaire,Soldes Ramadan,4.4
CMD-100224,2025-02-07,Gabon,Libreville,Revendeur,Particulier,Mode,Montre connectée,3,50129,0,150387,108204,42183,Virement bancaire,Aucune campagne,3.9
CMD-100225,2023-07-10,RCA,Berbérati,Instagram,Grande entreprise,Informatique,Clé USB 64GB,8,8836,0,70688,55462,15226,Espèces,Campagne Facebook Ads,4.5
CMD-100226,2024-08-03,Congo,Nkayi,Site web,Particulier,Électroménager,Ventilateur Binatone,14,26682,0,373548,238014,135534,Virement bancaire,Campagne Facebook Ads,3.7
CMD-100227,2023-11-20,Gabon,Franceville,Boutique physique,PME,Téléphones,Samsung Galaxy A15,2,100371,5,190705,105726,84979,Carte bancaire,Soldes Ramadan,3.9
CMD-100228,2023-12-05,Cameroun,Garoua,Revendeur,PME,Électroménager,Télévision Hisense 43,2,244638,0,489276,279989,209287,Carte bancaire,Promo WhatsApp,3.1
CMD-100229,2025-11-29,RCA,Bangui,Boutique physique,Particulier,Téléphones,Samsung Galaxy A15,4,96824,0,387296,275093,112203,Espèces,Campagne Facebook Ads,4.4
CMD-100230,2023-07-29,Congo,Nkayi,Facebook,PME,Électroménager,Ventilateur Binatone,2,26802,0,53604,40058,13546,Carte bancaire,Promo WhatsApp,3.2
CMD-100231,2025-06-20,Guinée équatoriale,Malabo,WhatsApp Business,Grande entreprise,Électroménager,Réfrigérateur LG,9,437145,10,3540875,2568924,971951,Carte bancaire,Promo WhatsApp,3.7
CMD-100232,2026-04-22,Tchad,Sarh,Facebook,PME,Mode,Sac à main,2,35972,0,71944,54185,17759,Espèces,Campagne Facebook Ads,4.5
CMD-100233,2024-08-06,Cameroun,Yaoundé,Revendeur,Particulier,Informatique,HP EliteBook,4,394572,10,1420460,1057842,362618,Espèces,Black Friday,4.6
CMD-100234,2024-05-05,Tchad,Sarh,Boutique physique,Particulier,Alimentation,Huile 5L,12,9480,15,96696,54607,42089,Virement bancaire,Soldes Ramadan,4.0
CMD-100235,2026-03-10,Tchad,N'Djamena,Site web,Grande entreprise,Alimentation,Riz 25kg,6,27203,0,163218,106817,56401,Carte bancaire,Campagne Facebook Ads,3.8
CMD-100236,2025-03-26,RDC,Kinshasa,Revendeur,Grande entreprise,Téléphones,Samsung Galaxy A15,1,91726,0,91726,73297,18429,Virement bancaire,Promo WhatsApp,4.0
CMD-100237,2024-02-21,RCA,Berbérati,WhatsApp Business,Grande entreprise,Téléphones,Tecno Spark 20,5,78276,0,391380,269289,122091,Espèces,Promo WhatsApp,4.9
CMD-100238,2023-06-26,Tchad,Sarh,Boutique physique,PME,Téléphones,iPhone 13,12,524873,0,6298476,3562635,2735841,Mobile Money,Fête de fin d'année,4.8
CMD-100239,2024-12-11,RCA,Bangui,Revendeur,PME,Téléphones,Samsung Galaxy A15,12,88758,0,1065096,632917,432179,Carte bancaire,Fête de fin d'année,4.0
CMD-100240,2024-06-22,Cameroun,Garoua,Site web,Grande entreprise,Téléphones,Samsung Galaxy A15,6,104668,0,628008,434230,193778,Mobile Money,Promo WhatsApp,4.4
CMD-100241,2023-07-30,RDC,Goma,Revendeur,Grande entreprise,Téléphones,Redmi Note 13,14,145841,0,2041774,1209697,832077,Mobile Money,Black Friday,4.8
CMD-100242,2023-11-04,RCA,Bangui,Boutique physique,Grande entreprise,Téléphones,Samsung Galaxy A15,4,86592,0,346368,226318,120050,Virement bancaire,Black Friday,3.4
CMD-100243,2025-10-25,Gabon,Libreville,Boutique physique,Particulier,Mode,Chemise homme,5,19916,10,89622,58313,31309,Carte bancaire,Campagne Facebook Ads,4.3
CMD-100244,2024-09-28,Tchad,N'Djamena,Site web,PME,Mode,Chaussures Nike,15,55895,0,838425,636240,202185,Mobile Money,Fête de fin d'année,3.7
CMD-100245,2025-10-07,Cameroun,Garoua,WhatsApp Business,Grande entreprise,Alimentation,Boisson gazeuse,12,3694,5,42112,27348,14764,Carte bancaire,Black Friday,5.0
CMD-100246,2024-11-17,Congo,Nkayi,Revendeur,PME,Téléphones,Tecno Spark 20,9,83861,15,641537,504789,136748,Espèces,Promo rentrée,3.0
CMD-100247,2023-07-10,Cameroun,Yaoundé,WhatsApp Business,Grande entreprise,Mode,Montre connectée,1,54870,0,54870,40721,14149,Virement bancaire,Soldes Ramadan,3.1
CMD-100248,2026-03-08,Gabon,Port-Gentil,Revendeur,Particulier,Téléphones,Samsung Galaxy A15,9,88670,5,758129,432288,325841,Carte bancaire,Fête de fin d'année,3.1
CMD-100249,2024-02-20,Gabon,Port-Gentil,Site web,Particulier,Mode,Chemise homme,6,18237,0,109422,62388,47034,Carte bancaire,Promo rentrée,3.3
CMD-100250,2024-03-01,Cameroun,Bafoussam,Instagram,PME,Mode,Chemise homme,7,16743,0,117201,94985,22216,Mobile Money,Promo rentrée,3.9
CMD-100251,2024-05-23,Cameroun,Garoua,Instagram,Grande entreprise,Alimentation,Riz 25kg,4,26615,0,106460,62816,43644,Mobile Money,Soldes Ramadan,4.9
CMD-100252,2024-05-26,Gabon,Port-Gentil,Boutique physique,Particulier,Électroménager,Réfrigérateur LG,7,467733,10,2946718,2215876,730842,Mobile Money,Promo rentrée,3.2
CMD-100253,2023-06-22,Congo,Brazzaville,Facebook,Particulier,Électroménager,Mixeur Moulinex,14,35005,15,416560,299998,116562,Mobile Money,Promo rentrée,4.2
CMD-100254,2025-08-02,Cameroun,Bafoussam,Site web,PME,Électroménager,Réfrigérateur LG,15,466963,0,7004445,4084169,2920276,Virement bancaire,Promo WhatsApp,3.1
CMD-100255,2025-07-02,Congo,Nkayi,Boutique physique,Grande entreprise,Mode,Sac à main,6,30517,0,183102,114300,68802,Carte bancaire,Soldes Ramadan,4.8
CMD-100256,2024-02-13,Gabon,Port-Gentil,Site web,Particulier,Mode,Montre connectée,1,44252,5,42040,24679,17361,Mobile Money,Promo WhatsApp,4.3
CMD-100257,2024-07-07,Guinée équatoriale,Bata,Facebook,Grande entreprise,Mode,Montre connectée,6,54152,10,292421,186223,106198,Carte bancaire,Promo rentrée,3.4
CMD-100258,2023-11-23,Guinée équatoriale,Bata,Revendeur,Particulier,Téléphones,Redmi Note 13,9,138510,10,1121931,919863,202068,Espèces,Aucune campagne,3.2
CMD-100259,2026-04-28,Guinée équatoriale,Malabo,Revendeur,Grande entreprise,Électroménager,Ventilateur Binatone,6,31746,0,190476,113818,76658,Espèces,Aucune campagne,3.6
CMD-100260,2023-12-26,Congo,Dolisie,Boutique physique,Particulier,Alimentation,Huile 5L,10,10802,5,102619,71461,31158,Carte bancaire,Aucune campagne,4.0
CMD-100261,2023-09-25,Cameroun,Douala,WhatsApp Business,PME,Alimentation,Lait en poudre,1,6389,10,5751,3475,2276,Mobile Money,Promo rentrée,3.7
CMD-100262,2023-07-26,Cameroun,Yaoundé,Facebook,Particulier,Téléphones,iPhone 13,2,516566,15,878163,576786,301377,Carte bancaire,Soldes Ramadan,3.7
CMD-100263,2024-12-31,RDC,Matadi,Site web,Particulier,Informatique,Dell Latitude,12,479718,15,4893124,3866507,1026617,Virement bancaire,Fête de fin d'année,3.4
CMD-100264,2025-03-12,RCA,Berbérati,Site web,Particulier,Électroménager,Mixeur Moulinex,12,31515,15,321453,259138,62315,Carte bancaire,Aucune campagne,4.7
CMD-100265,2024-05-02,Gabon,Franceville,Facebook,Particulier,Électroménager,Réfrigérateur LG,15,430099,0,6451485,4846631,1604854,Mobile Money,Campagne Facebook Ads,3.7
CMD-100266,2024-06-09,RCA,Berbérati,Revendeur,Particulier,Mode,Chaussures Nike,5,52383,15,222628,126520,96108,Mobile Money,Promo WhatsApp,4.6
CMD-100267,2023-07-27,RDC,Matadi,Site web,Grande entreprise,Électroménager,Ventilateur Binatone,8,31372,0,250976,175037,75939,Carte bancaire,Black Friday,4.7
CMD-100268,2023-12-15,RDC,Kinshasa,WhatsApp Business,Grande entreprise,Téléphones,iPhone 13,1,509433,0,509433,290394,219039,Mobile Money,Aucune campagne,4.8
CMD-100269,2025-06-08,Congo,Dolisie,Boutique physique,PME,Alimentation,Lait en poudre,12,5900,15,60180,35779,24401,Carte bancaire,Black Friday,3.3
CMD-100270,2025-10-02,RDC,Goma,Facebook,Particulier,Informatique,Imprimante Canon,4,110877,5,421333,296777,124556,Virement bancaire,Promo rentrée,3.3
CMD-100271,2024-08-20,Gabon,Franceville,Instagram,Particulier,Alimentation,Lait en poudre,4,6007,0,24028,14323,9705,Espèces,Campagne Facebook Ads,5.0
CMD-100272,2025-02-20,RDC,Matadi,Instagram,Particulier,Mode,Chemise homme,2,19088,5,36268,21757,14511,Espèces,Promo WhatsApp,3.7
CMD-100273,2023-06-25,RDC,Goma,Site web,PME,Électroménager,Télévision Hisense 43,10,210544,15,1789624,1306812,482812,Carte bancaire,Aucune campagne,4.3
CMD-100274,2024-04-27,Congo,Nkayi,Boutique physique,PME,Alimentation,Lait en poudre,9,6966,5,59560,41967,17593,Mobile Money,Aucune campagne,4.0
CMD-100275,2023-12-09,Tchad,Sarh,WhatsApp Business,Particulier,Alimentation,Huile 5L,2,10804,5,20528,12248,8280,Mobile Money,Promo WhatsApp,4.9
CMD-100276,2023-05-18,Congo,Nkayi,Site web,PME,Électroménager,Mixeur Moulinex,14,36706,0,513884,409009,104875,Espèces,Campagne Facebook Ads,3.2
CMD-100277,2025-05-09,Gabon,Franceville,WhatsApp Business,Particulier,Mode,Chaussures Nike,13,59130,10,691821,478111,213710,Mobile Money,Promo rentrée,3.2
CMD-100278,2026-03-17,Tchad,N'Djamena,Boutique physique,Particulier,Informatique,Imprimante Canon,15,120326,5,1714646,1246192,468454,Espèces,Promo WhatsApp,4.2
CMD-100279,2025-08-31,Cameroun,Bafoussam,Facebook,Particulier,Téléphones,Redmi Note 13,15,156763,15,1998729,1227512,771217,Espèces,Campagne Facebook Ads,4.8
CMD-100280,2024-04-11,Guinée équatoriale,Bata,Revendeur,PME,Informatique,Imprimante Canon,14,122748,15,1460702,1073484,387218,Espèces,Fête de fin d'année,3.3
CMD-100281,2025-11-23,RCA,Berbérati,Boutique physique,Grande entreprise,Alimentation,Riz 25kg,4,24250,5,92150,69117,23033,Carte bancaire,Promo rentrée,4.7
CMD-100282,2023-03-01,Gabon,Franceville,WhatsApp Business,Particulier,Alimentation,Lait en poudre,3,7118,10,19219,15133,4086,Carte bancaire,Promo rentrée,3.3
CMD-100283,2023-09-11,RDC,Kinshasa,WhatsApp Business,PME,Informatique,Dell Latitude,5,416676,5,1979211,1358499,620712,Virement bancaire,Aucune campagne,4.4
CMD-100284,2023-07-05,RDC,Lubumbashi,Instagram,Particulier,Mode,Chemise homme,6,16935,0,101610,76433,25177,Carte bancaire,Campagne Facebook Ads,3.6
CMD-100285,2023-02-11,Tchad,N'Djamena,Revendeur,Particulier,Électroménager,Mixeur Moulinex,11,33308,15,311430,205720,105710,Virement bancaire,Black Friday,4.7
CMD-100286,2024-07-17,RCA,Bangui,Instagram,PME,Alimentation,Riz 25kg,4,23114,0,92456,68643,23813,Virement bancaire,Fête de fin d'année,3.8
CMD-100287,2025-02-05,Cameroun,Bafoussam,Site web,Grande entreprise,Informatique,Clé USB 64GB,10,8330,10,74970,61463,13507,Espèces,Fête de fin d'année,4.1
CMD-100288,2024-07-21,RCA,Bangui,Revendeur,Grande entreprise,Mode,Chaussures Nike,6,63089,15,321754,205210,116544,Espèces,Black Friday,3.5
CMD-100289,2025-10-15,Cameroun,Yaoundé,Facebook,PME,Téléphones,Redmi Note 13,11,137185,0,1509035,1123848,385187,Virement bancaire,Promo WhatsApp,5.0
CMD-100290,2025-09-01,RCA,Bangui,Revendeur,PME,Alimentation,Huile 5L,6,10275,0,61650,45331,16319,Espèces,Campagne Facebook Ads,4.8
